#,OFFENSE,BOND,WARRANT #,FILED BY,JAIL ID,ARREST DT,RELEASE DT,RACE_SEX,days_served,ARREST YEAR,RACE,SEX
1,PUBLIC INTOXICATION,200,0,PAPD,321630,2015-09-07,2015-09-09,WM,2.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,327625,2015-09-07,2015-09-09,WM,2.0,2015,W,M
1,FAILURE TO APPEAR,200,572138,PAPD,328311,2015-09-07,2015-09-07,WM,0.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,111461,2015-09-08,2015-09-13,WM,5.0,2015,W,M
2,CITY ORDINANCE,200,0,PAPD,111461,2015-09-08,2015-09-13,WM,5.0,2015,W,M
1,DRIVING-WHILE LIC INVALID,0,98877,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,98877,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
3,FAILURE TO MNTN FINAN RESP,0,100252,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
4,DRIVING-WHILE LIC INVALID,0,106133,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
5,DEFECTIVE EQUIPMENT,0,106133,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
6,FAILURE TO MNTN FINAN RESP,0,112852,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
7,SPEEDING,0,112852,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
8,FAILURE TO APPEAR,0,502916,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
9,DRIVING-WHILE LIC INVALID,0,0,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
10,FAILURE TO MNTN FINAN RESP,0,502916,PAPD,154445,2015-09-08,2015-09-27,BM,19.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,318864,2015-09-08,2015-09-09,WM,1.0,2015,W,M
1,CITY ORDINANCE,0,58508,PAPD,328318,2015-09-08,2015-09-12,BF,4.0,2015,B,F
2,DRIVING-WHILE LIC INVALID,0,363126,PAPD,328318,2015-09-08,2015-09-12,BF,4.0,2015,B,F
3,TRAF OFF-MOVING-NO SEATBELT,0,636126,PAPD,328318,2015-09-08,2015-09-12,BF,4.0,2015,B,F
1,CITY ORDINANCE,200,623638,PAPD,16682,2015-09-09,2015-09-11,BM,2.0,2015,B,M
2,CITY ORDINANCE,200,623638,PAPD,16682,2015-09-09,2015-09-11,BM,2.0,2015,B,M
1,DRIVING-WHILE LIC INVALID,0,51969,PAPD,88929,2015-09-09,2015-09-13,WM,4.0,2015,W,M
2,FAILURE TO SIGNAL,0,51969,PAPD,88929,2015-09-09,2015-09-13,WM,4.0,2015,W,M
3,FAILURE TO MNTN FINAN RESP,0,51969,PAPD,88929,2015-09-09,2015-09-13,WM,4.0,2015,W,M
1,FAILURE TO APPEAR,200,150698,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
2,FAILURE TO APPEAR,0,648523,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
3,FAILURE TO APPEAR,0,648523,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
4,SPEED-FAILURE TO CONTROL,0,648523,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
5,FAILURE TO APPEAR,0,675183,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
6,FAILURE TO APPEAR,0,675183,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
7,SPEEDING,0,675183,PAPD,265245,2015-09-09,2015-09-15,BF,6.0,2015,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,328336,2015-09-09,2015-09-09,BF,0.0,2015,B,F
1,FAILURE TO APPEAR,0,675141,PAPD,328338,2015-09-09,2015-09-09,WF,0.0,2015,W,F
2,DRIVING-NO DRIVERS LICENSE,0,675141,PAPD,328338,2015-09-09,2015-09-09,WF,0.0,2015,W,F
3,NO LIABILITY INSURANCE,0,675141,PAPD,328338,2015-09-09,2015-09-09,WF,0.0,2015,W,F
4,SPEEDING,0,675141,PAPD,328338,2015-09-09,2015-09-09,WF,0.0,2015,W,F
1,PUBLIC INTOXICATION,200,0,PAPD,166033,2015-09-10,2015-09-11,WM,1.0,2015,W,M
1,DISORDERLY CONDUCT,0,645113,PAPD,325942,2015-09-10,2015-09-15,BF,5.0,2015,B,F
2,CONTEMPT OF COURT,0,645113,PAPD,325942,2015-09-10,2015-09-15,BF,5.0,2015,B,F
1,FAILURE TO APPEAR,200,553961,PAPD,166421,2015-09-11,2015-09-13,BM,2.0,2015,B,M
2,FAILURE TO APPEAR,200,7093508,PAPD,166421,2015-09-11,2015-09-13,BM,2.0,2015,B,M
3,FAILURE TO APPEAR,200,8093508,PAPD,166421,2015-09-11,2015-09-13,BM,2.0,2015,B,M
4,FAILURE TO APPEAR,200,153953,PAPD,166421,2015-09-11,2015-09-13,BM,2.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,321630,2015-09-11,2015-09-13,WM,2.0,2015,W,M
1,FAILURE TO SIGNAL,200,0,PAPD,131983,2015-09-12,2015-09-12,BM,0.0,2015,B,M
2,STOP LIGHT- RUNNING,200,0,PAPD,131983,2015-09-12,2015-09-12,BM,0.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,220313,2015-09-12,2015-09-12,WM,0.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,229443,2015-09-12,2015-09-12,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,241483,2015-09-12,2015-09-14,BM,2.0,2015,B,M
1,ASSAULT-SIMPLE,200,0,PAPD,259285,2015-09-12,2015-09-14,WM,2.0,2015,W,M
1,FAILURE TO APPEAR,200,503789,PAPD,268297,2015-09-12,2015-09-12,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,328370,2015-09-12,2015-09-12,WF,0.0,2015,W,F
2,DISORDERLY CONDUCT,200,0,PAPD,328370,2015-09-12,2015-09-12,WF,0.0,2015,W,F
1,FAILURE TO APPEAR,200,8001919,PAPD,122236,2015-09-13,2015-09-16,WM,3.0,2015,W,M
2,FAILURE TO APPEAR,200,8001919,PAPD,122236,2015-09-13,2015-09-16,WM,3.0,2015,W,M
3,FAILURE TO APPEAR,200,8001919,PAPD,122236,2015-09-13,2015-09-16,WM,3.0,2015,W,M
4,FAILURE TO APPEAR,200,9001919,PAPD,122236,2015-09-13,2015-09-16,WM,3.0,2015,W,M
1,DRIVING-NO MVI STICKER,0,148013,PAPD,188479,2015-09-13,2015-09-13,BM,0.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,148013,PAPD,188479,2015-09-13,2015-09-13,BM,0.0,2015,B,M
3,DRIVING-EXPIRED LIC. PLATE,0,148013,PAPD,188479,2015-09-13,2015-09-13,BM,0.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,260838,2015-09-13,2015-09-14,BM,1.0,2015,B,M
1,DRIVING-WHILE LIC INVALID,0,683069,PAPD,284515,2015-09-13,2015-09-14,BF,1.0,2015,B,F
2,SPEEDING,0,687200,PAPD,284515,2015-09-13,2015-09-14,BF,1.0,2015,B,F
1,FAILURE TO APPEAR,200,67959,PAPD,305593,2015-09-13,2015-09-13,BM,0.0,2015,B,M
1,TRAFFIC OFFENSE-MOVING,200,0,PAPD,328385,2015-09-13,2015-09-14,WM,1.0,2015,W,M
2,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,328385,2015-09-13,2015-09-14,WM,1.0,2015,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,84391,2015-09-14,2015-09-14,BM,0.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,90945,2015-09-14,2015-09-16,WM,2.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,236951,2015-09-14,2015-09-16,WM,2.0,2015,W,M
1,CITY ORDINANCE,200,0,PAPD,250932,2015-09-14,2015-09-19,WF,5.0,2015,W,F
2,THEFT-CLASS C,0,587111,PAPD,250932,2015-09-14,2015-09-19,WF,5.0,2015,W,F
3,THEFT-CLASS C,0,68202,PAPD,250932,2015-09-14,2015-09-19,WF,5.0,2015,W,F
1,FAILURE TO APPEAR,200,674724,PAPD,275737,2015-09-14,2015-09-15,BM,1.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,281834,2015-09-14,2015-09-16,WF,2.0,2015,W,F
1,DISORDERLY CONDUCT,200,0,PAPD,117641,2015-09-15,2015-09-16,BF,1.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,213326,2015-09-15,2015-09-16,BM,1.0,2015,B,M
2,FAILURE TO APPEAR,200,56591,PAPD,213326,2015-09-15,2015-09-16,BM,1.0,2015,B,M
3,FAILURE TO APPEAR,200,12637,PAPD,213326,2015-09-15,2015-09-16,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,663491,PAPD,229948,2015-09-15,2015-09-15,BF,0.0,2015,B,F
1,CITY ORDINANCE,200,0,PAPD,240894,2015-09-15,2015-09-16,BM,1.0,2015,B,M
1,PUBLIC INTOXICATION,0,785411,PAPD,246046,2015-09-15,2015-09-16,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,492471,PAPD,172287,2015-09-16,2015-09-16,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,176648,2015-09-16,2015-09-18,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,575093,PAPD,179091,2015-09-16,2015-09-16,WF,0.0,2015,W,F
2,FAILURE TO APPEAR,200,575093,PAPD,179091,2015-09-16,2015-09-16,WF,0.0,2015,W,F
1,FAILURE TO APPEAR,0,515766,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
2,DRIVING-NO DRIVERS LICENSE,0,515766,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
3,FAILURE TO MNTN FINAN RESP,0,515766,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
4,SPEEDING,0,515766,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
5,FAILURE TO APPEAR,0,9136015,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
6,FAILURE TO APPEAR,200,516881,PAPD,190854,2015-09-16,2015-09-26,BF,10.0,2015,B,F
1,DRIVING-WHILE LIC INVALID,0,668962,PAPD,251938,2015-09-17,2015-09-23,BM,6.0,2015,B,M
2,TRAF OFF-MOVING-NO SEATBELT,0,668962,PAPD,251938,2015-09-17,2015-09-23,BM,6.0,2015,B,M
3,SPEEDING,0,675478,PAPD,251938,2015-09-17,2015-09-23,BM,6.0,2015,B,M
1,FAILURE TO APPEAR,0,529389,PAPD,254121,2015-09-17,2015-09-22,BM,5.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,529389,PAPD,254121,2015-09-17,2015-09-22,BM,5.0,2015,B,M
3,FAILURE TO APPEAR,0,517045,PAPD,254121,2015-09-17,2015-09-22,BM,5.0,2015,B,M
4,FAILURE TO APPEAR,200,694117,PAPD,254121,2015-09-17,2015-09-22,BM,5.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,308270,2015-09-17,2015-09-18,WM,1.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,174104,2015-09-18,2015-09-19,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,646260,PAPD,231841,2015-09-19,2015-09-23,BM,4.0,2015,B,M
2,FAILURE TO APPEAR,200,646260,PAPD,231841,2015-09-19,2015-09-23,BM,4.0,2015,B,M
3,DRIVING-NO DRIVERS LICENSE,0,646260,PAPD,231841,2015-09-19,2015-09-23,BM,4.0,2015,B,M
4,FAILURE TO MNTN FINAN RESP,0,646260,PAPD,231841,2015-09-19,2015-09-23,BM,4.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,247690,2015-09-19,2015-09-19,WM,0.0,2015,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,321630,2015-09-20,2015-09-22,WM,2.0,2015,W,M
1,DISORDERLY CONDUCT,200,0,PAPD,328472,2015-09-20,2015-09-20,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,691177,PAPD,205423,2015-09-21,2015-09-24,BM,3.0,2015,B,M
1,FAILURE TO APPEAR,200,653245,PAPD,328477,2015-09-21,2015-09-21,BM,0.0,2015,B,M
1,DISORDERLY CONDUCT,0,34371,PAPD,89994,2015-09-22,2015-09-23,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,681716,PAPD,130811,2015-09-22,2015-09-26,BF,4.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,327638,2015-09-22,2015-09-23,WM,1.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,328491,2015-09-22,2015-09-23,BM,1.0,2015,B,M
2,TOBACCO-MINOR IN POSSESSION,200,0,PAPD,328491,2015-09-22,2015-09-23,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,0,645445,PAPD,24265,2015-09-23,2015-09-28,BM,5.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,645445,PAPD,24265,2015-09-23,2015-09-28,BM,5.0,2015,B,M
3,FAILURE TO APPEAR,0,678855,PAPD,24265,2015-09-23,2015-09-28,BM,5.0,2015,B,M
4,DRIVING-NO DRIVERS LICENSE,0,678855,PAPD,24265,2015-09-23,2015-09-28,BM,5.0,2015,B,M
1,FAILURE TO APPEAR,200,576546,PAPD,309496,2015-09-23,2015-09-23,WM,0.0,2015,W,M
1,FAILURE TO APPEAR,200,683923,PAPD,314368,2015-09-23,2015-09-25,WM,2.0,2015,W,M
2,FAILURE TO APPEAR,200,683923,PAPD,314368,2015-09-23,2015-09-25,WM,2.0,2015,W,M
3,FAILURE TO APPEAR,200,686123,PAPD,314368,2015-09-23,2015-09-25,WM,2.0,2015,W,M
1,FAILURE TO MNTN FINAN RESP,0,655419,PAPD,146212,2015-09-24,2015-09-28,BM,4.0,2015,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,655419,PAPD,146212,2015-09-24,2015-09-28,BM,4.0,2015,B,M
3,FAILURE TO SIGNAL,0,663453,PAPD,146212,2015-09-24,2015-09-28,BM,4.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,177967,2015-09-24,2015-09-25,WM,1.0,2015,W,M
1,STOP LIGHT- RUNNING,0,504167,PAPD,229838,2015-09-24,2015-09-24,BM,0.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,504167,PAPD,229838,2015-09-24,2015-09-24,BM,0.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,328517,2015-09-24,2015-09-24,BM,0.0,2015,B,M
1,FAILURE TO APPEAR,200,100691,PAPD,93814,2015-09-25,2015-09-27,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,680266,PAPD,327878,2015-09-25,2015-09-28,WM,3.0,2015,W,M
1,FAILURE TO APPEAR,200,505968,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
2,FAILURE TO APPEAR,200,505968,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
3,FAILURE TO APPEAR,200,505968,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
4,FAILURE TO APPEAR,200,505968,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
5,FAILURE TO APPEAR,200,505968,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
6,FAILURE TO APPEAR,200,9115159,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
7,FAILURE TO APPEAR,200,9115159,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
8,FAILURE TO APPEAR,200,9115159,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
9,FAILURE TO APPEAR,200,0,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
10,FAILURE TO APPEAR,200,9115159,PAPD,31196,2015-09-26,2015-09-28,BM,2.0,2015,B,M
1,TRAF OFF-MOVING-NO SEATBELT,200,0,PAPD,187884,2015-09-26,2015-10-01,BM,5.0,2015,B,M
2,FAILURE TO APPEAR,200,155237,PAPD,187884,2015-09-26,2015-10-01,BM,5.0,2015,B,M
3,FAILURE TO APPEAR,200,9075346,PAPD,187884,2015-09-26,2015-10-01,BM,5.0,2015,B,M
4,DISORDERLY CONDUCT,0,155237,PAPD,187884,2015-09-26,2015-10-01,BM,5.0,2015,B,M
5,ALCOHOL-MINOR IN POSSESSION,0,75346,PAPD,187884,2015-09-26,2015-10-01,BM,5.0,2015,B,M
1,PUBLIC INTOXICATION,0,688669,PAPD,257236,2015-09-26,2015-10-01,WM,5.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,277268,2015-09-26,2015-09-26,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,141471,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
2,FAILURE TO YIELD R.O.W.,0,141471,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
3,DRIVING-NO MVI STICKER,0,141471,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
4,NO LIABILITY INSURANCE,0,141471,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
5,FAILURE TO APPEAR,200,157326,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
6,FAILURE TO APPEAR,200,505180,PAPD,278169,2015-09-26,2015-09-26,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,41210,PAPD,328554,2015-09-26,2015-09-30,BM,4.0,2015,B,M
2,FAILURE TO MNTN FINAN RESP,0,41210,PAPD,328554,2015-09-26,2015-09-30,BM,4.0,2015,B,M
3,DRIVING-EXPIRED LIC. PLATE,0,41210,PAPD,328554,2015-09-26,2015-09-30,BM,4.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,24505,2015-09-27,2015-10-06,BM,9.0,2015,B,M
2,FAILURE TO APPEAR,0,687602,PAPD,24505,2015-09-27,2015-10-06,BM,9.0,2015,B,M
3,DRIVING-WHILE LIC INVALID,0,687602,PAPD,24505,2015-09-27,2015-10-06,BM,9.0,2015,B,M
4,FAILURE TO MNTN FINAN RESP,0,687602,PAPD,24505,2015-09-27,2015-10-06,BM,9.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,273623,2015-09-28,2015-09-28,WM,0.0,2015,W,M
1,FAILURE TO APPEAR,200,680209,PAPD,328579,2015-09-28,2015-09-28,BF,0.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,172287,2015-09-29,2015-09-30,WM,1.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,275737,2015-09-29,2015-09-30,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,0,PAPD,301185,2015-09-30,2015-09-30,WM,0.0,2015,W,M
1,DRIVING-NO DRIVERS LICENSE,0,585704,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
2,TRAF OFF-NO CHILD RESTRAINT,0,585704,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
3,TRAF OFF-NO CHILD RESTRAINT,0,585704,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
4,FAILURE TO MNTN FINAN RESP,0,585704,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
5,FAILURE TO APPEAR,0,663325,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
6,DRIVING-NO DRIVERS LICENSE,0,663325,PAPD,289072,2015-10-01,2015-10-11,BF,10.0,2015,B,F
1,FAILURE TO APPEAR,200,678841,PAPD,289766,2015-10-01,2015-10-02,BM,1.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,328610,2015-10-01,2015-10-01,WF,0.0,2015,W,F
2,MENTAL HEALTH HOLD,0,0,PAPD,328610,2015-10-01,2015-10-01,WF,0.0,2015,W,F
1,FAILURE TO APPEAR,200,52894,PAPD,107744,2015-10-02,2015-10-05,BM,3.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,189184,2015-10-02,2015-10-05,WF,3.0,2015,W,F
1,FAILURE TO APPEAR,200,43687,PAPD,317784,2015-10-02,2015-10-02,BF,0.0,2015,B,F
1,FAILURE TO APPEAR,200,644378,PAPD,326664,2015-10-02,2015-10-02,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,131022,2015-10-03,2015-10-05,WM,2.0,2015,W,M
1,FAILURE TO APPEAR,200,9047301,PAPD,183488,2015-10-03,2015-10-04,WM,1.0,2015,W,M
1,TRAF OFF-MOVING-NO SEATBELT,0,557877,PAPD,290004,2015-10-03,2015-10-08,BM,5.0,2015,B,M
2,DRIVING-EXPIRED LIC. PLATE,0,557877,PAPD,290004,2015-10-03,2015-10-08,BM,5.0,2015,B,M
3,FAILURE TO APPEAR,200,557877,PAPD,290004,2015-10-03,2015-10-08,BM,5.0,2015,B,M
4,FAILURE TO APPEAR,200,557877,PAPD,290004,2015-10-03,2015-10-08,BM,5.0,2015,B,M
1,SPEEDING,0,68504,PAPD,328657,2015-10-03,2015-10-03,BF,0.0,2015,B,F
1,DRIVING-WHILE LIC INVALID,0,63409,PAPD,10617,2015-10-04,2015-10-04,BM,0.0,2015,B,M
2,DEFECTIVE EQUIPMENT,0,63409,PAPD,10617,2015-10-04,2015-10-04,BM,0.0,2015,B,M
3,FAILURE TO APPEAR,0,9063409,PAPD,10617,2015-10-04,2015-10-04,BM,0.0,2015,B,M
4,DRIVING-WHILE LIC INVALID,0,10166,PAPD,10617,2015-10-04,2015-10-04,BM,0.0,2015,B,M
1,CITY ORDINANCE,200,0,PAPD,105529,2015-10-04,2015-10-05,BM,1.0,2015,B,M
1,DRIVING-NO DRIVERS LICENSE,0,618483,PAPD,193898,2015-10-04,2015-10-04,BM,0.0,2015,B,M
2,VEH-LICENSE PLATE OFFENSE,0,618483,PAPD,193898,2015-10-04,2015-10-04,BM,0.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,268317,2015-10-04,2015-10-05,WF,1.0,2015,W,F
1,DRUG PARAPHERNALIA-POSS,200,0,PAPD,325171,2015-10-04,2015-10-06,WF,2.0,2015,W,F
1,FAILURE TO APPEAR,200,572138,PAPD,328311,2015-10-04,2015-10-06,WM,2.0,2015,W,M
2,FAILURE TO APPEAR,200,572138,PAPD,328311,2015-10-04,2015-10-06,WM,2.0,2015,W,M
1,FAILURE TO APPEAR,200,0,PAPD,19205,2015-10-05,2015-10-06,BM,1.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,172287,2015-10-05,2015-10-07,WM,2.0,2015,W,M
1,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
2,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
3,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
4,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
5,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
6,FAILURE TO APPEAR,200,680900,PAPD,233483,2015-10-05,2015-10-11,BM,6.0,2015,B,M
1,DISORDERLY CONDUCT,200,0,PAPD,143839,2015-10-06,2015-10-08,BM,2.0,2015,B,M
1,FAILURE TO APPEAR,200,592735,PAPD,314528,2015-10-06,2015-10-11,BF,5.0,2015,B,F
2,FAILURE TO APPEAR,200,592735,PAPD,314528,2015-10-06,2015-10-11,BF,5.0,2015,B,F
1,DRIVING-NO DRIVERS LICENSE,0,586258,PAPD,328701,2015-10-06,2015-10-13,WM,7.0,2015,W,M
2,FAILURE TO MNTN FINAN RESP,0,586258,PAPD,328701,2015-10-06,2015-10-13,WM,7.0,2015,W,M
3,VEH-LICENSE PLATE OFFENSE,0,586258,PAPD,328701,2015-10-06,2015-10-13,WM,7.0,2015,W,M
4,VEH-LICENSE PLATE OFFENSE,0,586258,PAPD,328701,2015-10-06,2015-10-13,WM,7.0,2015,W,M
5,SPEEDING,0,586258,PAPD,328701,2015-10-06,2015-10-13,WM,7.0,2015,W,M
1,DEFECTIVE EQUIPMENT,0,565947,PAPD,22521,2015-10-07,2015-10-11,BM,4.0,2015,B,M
2,DRIVING-NO DRIVERS LICENSE,0,657326,PAPD,22521,2015-10-07,2015-10-11,BM,4.0,2015,B,M
3,DEFECTIVE EQUIPMENT,0,566810,PAPD,22521,2015-10-07,2015-10-11,BM,4.0,2015,B,M
1,TRAF OFF-MOVING-NO SEATBELT,200,0,PAPD,177967,2015-10-07,2015-10-10,WM,3.0,2015,W,M
2,DRIVING-NO DRIVERS LICENSE,200,0,PAPD,177967,2015-10-07,2015-10-10,WM,3.0,2015,W,M
1,FAILURE TO APPEAR,200,529034,PAPD,252036,2015-10-07,2015-10-09,BF,2.0,2015,B,F
2,FAILURE TO APPEAR,200,529034,PAPD,252036,2015-10-07,2015-10-09,BF,2.0,2015,B,F
3,FAILURE TO APPEAR,200,149673,PAPD,252036,2015-10-07,2015-10-09,BF,2.0,2015,B,F
1,FAILURE TO APPEAR,200,53162,PAPD,271796,2015-10-07,2015-10-09,BF,2.0,2015,B,F
1,FAILURE TO APPEAR,0,668818,PAPD,279029,2015-10-07,2015-10-07,WF,0.0,2015,W,F
2,SPEEDING,0,668818,PAPD,279029,2015-10-07,2015-10-07,WF,0.0,2015,W,F
3,FAILURE TO APPEAR,200,646439,PAPD,279029,2015-10-07,2015-10-07,WF,0.0,2015,W,F
4,TRAF OFF-NO CHILD RESTRAINT,200,646439,PAPD,279029,2015-10-07,2015-10-07,WF,0.0,2015,W,F
1,FAILURE TO APPEAR,0,520769,PAPD,163394,2015-10-08,2015-10-12,BM,4.0,2015,B,M
2,TRAF OFF-MOVING-NO SEATBELT,0,520769,PAPD,163394,2015-10-08,2015-10-12,BM,4.0,2015,B,M
3,SPEEDING,0,520769,PAPD,163394,2015-10-08,2015-10-12,BM,4.0,2015,B,M
4,FAILURE TO APPEAR,0,586500,PAPD,163394,2015-10-08,2015-10-12,BM,4.0,2015,B,M
5,SPEEDING,0,586500,PAPD,163394,2015-10-08,2015-10-12,BM,4.0,2015,B,M
1,CITY ORDINANCE,200,548920,PAPD,211867,2015-10-08,2015-10-09,BM,1.0,2015,B,M
1,FAILURE TO APPEAR,200,680741,PAPD,272507,2015-10-08,2015-10-08,BM,0.0,2015,B,M
2,FAILURE TO APPEAR,200,682316,PAPD,272507,2015-10-08,2015-10-08,BM,0.0,2015,B,M
1,PUBLIC INTOXICATION,200,0,PAPD,18442,2015-10-09,2015-10-12,BM,3.0,2015,B,M
1,THEFT-CLASS C,0,25176,PAPD,257011,2015-10-09,2015-10-13,BF,4.0,2015,B,F
1,PUBLIC INTOXICATION,200,0,PAPD,247333,2015-10-10,2015-10-12,BF,2.0,2015,B,F
1,DISORDERLY CONDUCT,200,0,PAPD,257236,2015-10-10,2015-10-12,WM,2.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,264261,2015-10-10,2015-10-10,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,328750,2015-10-10,2015-10-10,WM,0.0,2015,W,M
1,PUBLIC INTOXICATION,200,0,PAPD,328760,2015-10-10,2015-10-12,WF,2.0,2015,W,F
1,FAILURE TO APPEAR,200,6866672,PAPD,217499,2015-10-11,2015-10-11,WM,0.0,2015,W,M
